,title,summary
10,대청호자연생태관,"상수원보호지역인 청정한 대청호숫가에 위치하여 자연과 사람이 조화를 이루는 환경 속에서 어린이들과 학생들이 즐거운 체험과 함께 소중한 자연을 이해하고 느낄 수 있는 곳이다. 뿐만 아니라 드넓고 잔잔한 대청호반 드라이브와 함께 식장산과 세천공원, 직동 녹색체험마을, 대청댐 등을 아우르는 1일 생태문화관광에 안성맞춤이다. 복잡하고 공해에 찌든 도심을 벗어나, 어린이들은 자연과 어우러진 대청호 자연생태관에서 자연환경의 소중함과 옛 농촌생활의 정취를, 어른들은 고향에 대한 향수와 자연의 편안한 여유를 느낄 수 있다.

* 문의 : 042-251-4781
* 개장일 : 09:00~18:00
* 휴무일 : 매주 월요일, 1월 1일, 설날, 추석 당일
* 관련 홈페이지 : <a href=""https://www.donggu.go.kr/dg/tour/contents/542"" target=""_blank"" title=""새창 : 대전동구 문화관광 홈페이지로 이동"">https://www.donggu.go.kr/dg/tour/contents/542</a>

◎이용안내
- 이용요금 : 무료 / 20인이상의 단체관람의 경우 방문 전 미리 인터넷 예약
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인주차장 4대 / 장애인화장실 있음(남녀공용)
- 주차시설 : 있음"
11,양구DMZ,"강원도 양구DMZ는 군사 통제구역으로 잘 보존된 자연경관을 둘러볼 수 있는 생태관광지다. 양구하면 펀치볼을 빼놓을 수 없다. 펀치볼은 해안면에 위치한 해발 400∼500m 고지대에 발달한 분지로 그 주위가 마치 화채(Punch) 그릇(Bowl) 같다고 해서 붙은 이름이다. 펀치볼은 우리나라에서 유일하게 민간인 출입통제선 안에 위치한 면이며, 많은 희귀 동식물이 서식한다. 특히 해발 1,304m의 대암산 정상 부분에 있는 남한 유일의 고층습원인 ‘용늪’은 수천 년의 생태계 변화를 간직하고 있다. 용늪은 대암산·대우산천연보호구역으로 묶어 천연기념물로 지정돼 있다. 50여 년 만에 개방된 두타연도 천연기념물인 산양, 하늘다람쥐, 쇠딱따구리 등이 많이 서식하고 있는 생태의 보고다. 두타연의 생태관광코스는 걷기길로 인기있다.<br /><br />양구DMZ 안보관광 코스가 잘 짜여 있다. 약 60km의 양구DMZ 코스 중 인기 있는 제4땅굴과 을지전망대를 둘러보기 위해서는 통일관에서 출입신청서를 작성해야 한다. 제4땅굴은 1990년 3월 발견됐으며 땅굴 내부를 관람할 수 있는 전동차를 운행하고 있다. 우리나라 최전방 가칠봉 능선에 위치한 을지전망대에서는 내금강의 4개 봉우리를 전망할 수 있다. 인근에 박수근미술관, 방산자기박물관 등이 있다.<br /><br />※ 민간인 통제구역<br />비무장지대 바깥 남방한계선을 경계로 남쪽 5~20㎞에 있는 민간인통제구역으로, 민간인출입통제선이라고도 부른다. 1953년 이후 남북 군대의 군사분계선으로 해 양쪽이 뒤로 2km씩 물러난 그곳을 DMZ으로 정하고 출입을 통제했다.<br>"
12,월악산국립공원,"1984년 17번째 국립공원으로 지정되었으며 면적은 287.571k㎡이다. 소백산을 지나 속리산으로 연결되는 백두대간의 중간에 위치하고 있다. 월악산은 기암절벽이 치솟아 산세가 험준하고 예로부터 신령스러운 산으로 여겨져 주봉은 영봉(1,097m)으로 불리고 있다. 만수봉, 금수산, 신선봉, 도락산 등 22개가 넘는 크고 작은 산과 봉우리를 거느리고 있다. 충북 제천시, 단양군, 충주시와 경북 문경시가 접해 있으며 수도권에서 가깝고 충주 호반과 어우러진 탐방지로 사계절 탐방객의 발길이 끊이지 않는 곳이다.<br /><br />* 문의 : 043-653-3250<br />* 관련 홈페이지 : <a href=""http://www.knps.or.kr/""title=""새창: 
국립공원""target=""_blank"">http://www.knps.or.kr/</a><br /><br />◎이용안내<br />- 이용요금 : 시설 이용료 상이, 홈페이지 참조<br />- 화장실 : 있음(남녀구분)<br />- 장애인 편의시설 : 장애인주차장(8대)<br />- 주차시설 : 있음(일반 100여대)<br>"
13,치악산국립공원,"치악산은 강원도 원주시와 횡성군 사이 차령산맥에 있다. 1,000ｍ 이상의 고봉들이 장장 14km나 능선으로 이어져 있어 치악산맥으로 불리기도 한다. 최고봉인 비로봉(1,288m)을 비롯해 매화산, 향로봉, 남대봉 등 1,000m 이상의 산이 남북으로 뻗어 있는데 ‘치악산에 왔다 치를 떨고 간다’는 말이 있을 정도로 산세가 험준하다. 비로봉 정상에서는 원주와 횡성, 영월지방이 한눈에 들어오며 주능선 양쪽으로는 구룡계곡·부곡계곡 등과 구룡소·세렴폭포 등 수려한 명소가 산재해 있어 가을 단풍과 겨울 설경이 비경으로 꼽힌다. 치악산은 전나무·졸참나무·대나무 등으로 울창하며, 파랑새·딱따구리 등 희귀 조류와 동물 총 3,797종이 서식하고 있다.
치악산은 가을 단풍이 아름다워 적악산이라 불렸으나 꿩의 보은에 관한 전설에서 치악산이라는 현재의 이름이 유래한다. 곳곳에 보광루를 보유한 구룡사, 꿩의 보은 설화를 간직한 상원사, 천연의 요새로서 예로부터 군사 요충지였던 영원산성, 우리나라의 대표적 온대림으로 보존되고 있는 성남리 성황림 등 관광자원이 분포해 있다. 치악산국립공원은 강원권의 교통요지인 원주시에 인접해 있어 수도권에서 1일 코스로 산행하기에도 좋다.<br><br>* 문의 : 033-740-9900<br>* 개장일 : 05:00~(입산시간, 하절기 기준)<br>* 지정현황 : 원성성남리성황림(천연기념물), 원주영원산성(사적) <br>* 관련 홈페이지 : <a href=""http://chiak.knps.or.kr"" target=""_blank"" title=""새창 : 치악산국립공원 홈페이지로 이동"">http://chiak.knps.or.kr</a>"
14,서산 버드랜드,"서산버드랜드는 세계적인 철새도래지로 유명한 서산천수만을 체계적으로 보전관리하고 체험과 교육중심의 생태관광 활성화에 주력하고자 조성된 철새 생태공원이다. 철새를 주제로 다양한 볼거리와 프로그램이 운영되고 있으며, 철새를 직접 관찰할 수 있는 탐조투어가 큰 인기를 얻고 있다. 철새뿐만 아니라 숲, 갯벌, 논 등 다양한 자연생태계를 체험할 수 있는 프로그램도 연중 운영되고 있으며, 여름방학과 겨울 철새도래시기에는 다양한 특별 프로그램을 진행하고 있다. 또한 철새서식지 조성과 먹이 주기를 통해 서식지관리를 추진하고 있다.

* 문의 : 041-661-8054
* 개장일 : 
하절기 (3~10월) 10:00~18:00
동절기 (11~2월) 10:00~17:00
* 휴무일 : 매주 월요일
* 관련 홈페이지 : <a href=""https://birdland.seosan.go.kr/"" target=""_blank"" title=""새창 : 서산버드랜드 사이트로 이동"">https://birdland.seosan.go.kr/</a>

◎이용안내
- 입장료 :
개인 - 어른 3,000원 / 청소년, 군인 2,000원 / 만 12세 이하 어린이 무료
단체(20명 이상) - 어른 2,000원 / 청소년, 군인 1,500원 / 만 12세 이하 어린이 무료
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인주차장 5대 / 장애인화장실 있음(남녀구분)
- 주차시설 : 있음"
15,고씨동굴,"임진왜란때 고씨일가가 왜군을 피해 은거한 데서 이름이 유래되었으며, 고씨 일가가 피해 살면서 밥을 지을때 불에 그을린 흔적과 솥을 걸었던 자리가 그대로 남아있다. 우리나라 대표적 석회암 동굴로서 약 4억~5억년 전에 형성된 것으로 추정되며 종유석의 생성과정을 한눈에 볼 수 있다. 전체 약 3,388m 의 주굴과 지굴중 620m 구간이 개발되어 일반인에게 공개되고 있다.


* 문의 : 033-372-6870
* 개장일 : 09:00~18:00
* 휴무일 : 연중무휴

◎이용안내
- 이용요금 : 개인 - 어른 4,000원, 청소년 3,000원, 어린이 2,000원<br />
영월군민 할인 - 어른 2,000원, 청소년 1,500원, 어린이 1,000원
- 화장실 : 있음(남녀구분) 
- 장애인 편의시설 : 장애인주차장 있음(10대), 장애인화장실 있음(남녀구분)
- 주차시설 : 있음"
16,몰운대,"약 8천만 년 전 백악기 말에 쌓인 하부다대포층과 그 후 부산지역 지각의 변형과정을 한눈에 볼 수 있는 명소이다. 과거 ‘몰운도(沒雲島)’라는 섬이었으나 낙동강에서 공급된 모래가 쌓이면서 육지와 연결된 육계도의 독특한 지형을 나타낸다. 다양한 단층과 단층암, 암맥, 광맥, 마그마성 및 쇄설성 암맥, 쳐트편, 사층리, 흔적화석, 과거 지진기록 등의 다양한 지질특성을 간직한 지질학의 교과서라 불릴만한 명소이다. 

또한 국가지질공원으로 지정된 몰운대는 우거진 송림과 기암괴석으로 이루어진 해안절경이 멋진 경관을 연출한다. 해안산책로를 따라가면 철썩이는 옥빛 바다를 가장 가까이에서 만날 수 있다. 해가 지기 시작하면 다시 바닷가로 나가 일몰의 순간을 기다려야 한다. 부산에서 가장 아름다운 낙조를 감상할 수 있는 최고의 장소이기 때문이다. 화려한 금빛이 바다 한가운데로 떨어지며 사람들의 검은 실루엣조차 하나의 작품으로 만들어준다. 금가루를 뿌려놓은 듯 낙조의 빛은 눈이 부시다. 

* 문의 및 안내 : 051-220-4127 (다대포해변공원관리센터)
* 관련 홈페이지 : <a href=""https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=366&lang_cd=ko"" target=""_blank""   title=""몰운대 홈페이지로 이동"">https://www.visitbusan.net/</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인주차장 있음(20여 대), 장애인화장실 있음(남녀구분)
- 주차시설 : 있음(일반 300여 대, 대형 5대)"
17,태안군 신두리 해안사구,"태안신두리해안사구는 우리나라 최대의 해안사구지대로 전사구, 사구습지, 초승달 모양의 사구인 바르한 등 다양한 지형이 발달해 있다. 길이가 약 3.4km, 폭은 0.5~1.3km 규모의 모래언덕인데 환경부가 멸종위기 야생생물로 지정한 금개구리·구렁이·맹꽁이가 서식하고 있으며, 천연기념물 황조롱이도 이 지역에서 관찰되고 있다. 사막에서만 볼 수 있는 넓고 독특한 모래언덕이 아름다운 경관을 연출할 뿐만 아니라 태풍이나 해일로부터 농경지와 해안선을 보호하고 생물들에게 지하수를 공급하는 등 유익한 기능을 담당하고 있다.

해안사구는 해류에 의해 모래가 퇴적되면 파랑에 의해 밀려 올라가 낮은 구릉 모양으로 쌓여 이루어진 해안 지형을 말한다. 신두리 해안은 모래언덕이 형성되기 좋은 지형적 조건을 가지고 있다. 겨울에 불어오는 강한 북서풍을 그대로 받아들이는 위치에 있고, 연안의 해저가 주로 모래로 이루어져 있어 간조가 되면 넓은 모래펄이 노출된다. 이때 바람이 불면 모래가 육지 쪽으로 이동하여 대규모의 모래언덕이 형성될 수 있는 것이다. 태안신두리해안사구는 사구의 형성과 고환경을 밝히는 데 학술적 가치를 인정받아 천연기념물 제431호로 지정하여 보호하고 있다.


* 문의 : 041-670-2692
* 개장일 : 하절기(3월~10월) 09:00~18:00, 동절기(11월~2월) 09:00~17:00
* 휴무일 : 매주 월요일, 명절 당일
* 지정현황 : 천연기념물
* 관련 홈페이지 : <a href=""https://www.taean.go.kr/tour.do"" target=""_blank"" title=""새창 : 태안군 오감관광 홈페이지로 이동"">www.taean.go.kr/tour.do</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음
- 주차시설 : 있음, 무료"
18,북한산국립공원,"단위 면적당 가장 많은 탐방객이 찾는 국립공원으로 세계 기네스북에 기록되기도 했던 북한산국립공원은 세계적으로도 드문 도심 속 자연공원이다. 서울특별시 도봉구·강북구·종로구·은평구와 경기도 고양시·양주시·의정부시에 걸쳐 있으며, 우이령을 중심으로 남쪽은 북한산, 북쪽은 도봉산이다. 최고봉인 백운대(836m)를 중심으로 북쪽에 인수봉, 남쪽에 만경대가 있어 삼각산으로도 불린다. 지질은 화강암으로 오랜 기간 침식돼 암석이 지표에 노출되었다. 평균고도가 600~800m로 높이에 비해 산세가 험준하고 경사가 심하다. 암벽과 암봉 등이 주축을 이루고 있으며 주요 암봉 사이로 수십 개의 맑고 깨끗한 계곡이 울창한 산림을 형성해 1,300여 종의 동식물이 서식한다.

최고봉인 백운대(836m)를 중심으로 북쪽에 인수봉, 남쪽에 만경대가 있어 삼각산으로도 불린다. 지질은 화강암인데 오랜 기간 침식돼 암석이 지표에 노출되었다. 평균고도가 600~800m이나 높이에 비해 산세가 험준하고 경사가 심하다. 암벽과 암봉 등이 주축을 이루고 있으며 주요 암봉 사이로 수십 개의 맑고 깨끗한 계곡이 울창한 산림을 형성해 1,300여 종의 동식물이 서식한다. 북한산은 북한산성 등이 있어 생태 학습장은 물론 역사 탐방 장소로도 인기가 높다. 탐방코스는 북한산성 코스, 대남문코스, 우이암코스, 신선대코스, 백운대코스 등 13개 코스가 있다. 이 중 북한산성 코스는 우이암코스, 백운대코스와 함께 가장 잘 알려진 코스 가운데 하나로, 조선 숙종 때 쌓은 길이 약 8㎞의 북한산성을 비롯해 다양한 문화 유적이 있어 생태 역사 탐방 코스로 좋다. 우이암코스는 누구나 쉽게 오를 수 있는 코스로 봄꽃이 많아 봄철 산행에 알맞다. 백운대 코스는 백운대에 올라 자연의 웅장한 모습을 감상하기 좋다.

* 문의 : 02-909-0497
* 지정현황 : 북한산성(사적), 북한산진흥왕순수비지(사적) 등
* 관련 홈페이지 : <a href=""http://bukhan.knps.or.kr"" target=""_blank"" title=""새창 : 북한산국립공원 홈페이지로 이동"">http://bukhan.knps.or.kr</a>

◎ 이용안내
- 이용요금 : 없음
- 화장실 : 있음
- 주차시설 : 경형 2,000원, 중소형 4,000~5,000원, 대형 6,000~7,500원"
19,오대산국립공원,"오대산국립공원은 강원도 강릉시, 홍천군과 평창군에 걸쳐 있다. 주봉인 비로봉(1,563m)을 중심으로 호령봉·상왕봉·두로봉·동대산 등 고봉들이 솟아 있다. 산세가 다섯 개의 연꽃잎에 싸인 연심(蓮心)과 같다 하여 오대산이라고 부른다. 오대산은 한강의 발원지로 겨울철 강설량이 많고 토질이 비옥하여 산림자원이 풍부하다. 특히 수령이 1,000년 정도 된 전나무와 ‘특별어류보호구역’으로 지정된 금강연에 서식하는 천연기념물인 열목어 등 한라산, 지리산과 함께 동식물의 보고를 이룬다. 1970년 명승으로 지정된 명주 청학동 소금강은 노인봉에서 발원하는 길이 1만2,000m의 계곡으로 급경사의 험준한 산세, 기암괴석, 층암절벽 등이 마치 금강산의 축소판 같아 이율곡이 일찍이 소금강이라 이름 지었다. 오대산 등반은 상원사 입구에서 시작하는 코스와 오대산장에서 시작하는 코스가 있으며 상원사계곡, 청학천계곡, 구룡폭포, 만물상, 십자소, 방아다리약수, 송천약수 등 빼어난 명소를 볼 수 있다. 특히 방아다리약수는 조선 숙종 때 발견된 탄산약수터로 속병에 좋다고 한다.<br /><br />* 문의 : 033-332-6417<br />* 휴무일 : 연중무휴<br />* 지정현황 : 월정사팔각구층석탑(국보), 평창월정사석조보살좌상(국보), 상원사동종(국보) 등<br />* 관련 홈페이지 : http://odae.knps.or.kr<br /><br />◎이용안내<br />- 이용요금 : 없음<br />- 화장실 : 있음<br />- 주차시설 : 경형 2,000원, 중소형 4,000~5,000원, 대형 6,000~7,500원"
20,내장산 국립공원(백암),"호남 5대의 명산 중 하나이자 한국을 대표하는 8경 중 하나로 손꼽히는 곳으로 1971년 우리나라 8번째 국립공원으로 지정되었다. 면적은 80.708k㎡이다. 신선봉(763m)을 주봉으로 하는 내장산은 봉우리들의 높이가 701m 내외지만 봉우리 정상이 저마다 독특한 기암으로 이루어져 있어 예로부터 ‘호남의 금강’이라 불렸다.

* 문의 : 061-392-7288
* 관련 홈페이지 : <a href=""http://www.knps.or.kr/""title=""새창: 국립공원""target=""_blank"">http://www.knps.or.kr/</a>

◎이용안내
- 이용요금 : 시설 이용료 상이, 홈페이지 참조
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인화장실 있음(남녀공용) / 장애인주차장 1대
- 주차시설 : 있음(일반 50여 대, 대형 50여 대)"
21,강화갯벌센터,"강화갯벌의 전체면적은 약 105km에 달하며, 특히 여차리-동막리-동검리를 잇는 서남부지역의 갯벌은 육지로부터 최대 6km, 면적은 약 90km로 강화갯벌 면적의 약 86%를 차지한다. 강화도는 한강, 예성강, 임진강의 담수 영향을 받는 담수와 해수의 이동통로가 된다. 그래서 썰물 때 강으로부터 운반된 물질이 먼바다까지 퇴적되고, 밀물 때에는 조류성 운반물질이 섬 주위에 퇴적된다. 갯벌센터는 센터 건물뿐 아니라 그 주변 갯벌을 포함하여 철새 도래지의 탐조대와 갯벌에 대한 모든 자료를 홍보하고 체험할 수 있는 기회의 장을 제공한다.

* 문의 : 032-930-7064~5
* 개장일 : 09:00~18:00
* 휴무일 : 매주 월요일, 1월 1일, 설날 및 추석 당일
* 관련 홈페이지 :<a href=""https://www.ghss.or.kr/user/main.do""title=""새창: 강화갯벌센터""target=""_blank"">https://www.ghss.or.kr/</a>

◎이용안내
- 이용요금 : 
어른(20세 이상) - 개인 1,500원 / 단체(20인 이상) 1,200원
청소년 및 군인(13~19세 및 군인) - 개인 1,000원 / 단체(20인 이상) 800원
어린이 - 개인 800원 / 단체(20인 이상) 600원
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인화장실 있음(남녀공용) / 장애인주차장 2대
 - 주차시설 : 있음"
22,계룡산 국립공원,"충남 제일의 명산 계룡산국립공원은 1968년 우리나라 2번째 국립공원으로 지정되었으며 면적은 65.335㎢이다. 계룡산 정상인 천황봉(845m)을 중심으로 10개에 달하는 봉우리 사이에 약 7개의 계곡이 형성되어 있다. 산의 능선이 닭의 벼슬을 쓴 용의 모습과 닮아 계룡(鷄龍)으로 불리게 되었다고 한다. 계룡산은 산세가 아늑하면서도 변화무쌍하고 서울, 대전 등 대도시에서도 일일 탐방이 가능해 연중 탐방객의 발길이 끊이지 않는 곳이다. 풍수지리학적으로도 뛰어나 조선의 수도로도 거론되었으며 나라의 제사를 지내던 신성한 산이기도 하다.

* 문의 : 042-825-3002
* 관련 홈페이지 : <a href=""http://www.knps.or.kr/""title=""새창: 국립공원""target=""_blank"">http://www.knps.or.kr/</a>

◎이용안내
- 이용요금 : 시설 이용료 상이, 홈페이지 참조
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인주차장 10대 / 장애인화장실 있음(남녀공용)
- 주차시설 : 있음"
23,만장굴,"만장굴은 벵뒤굴·만장굴·김녕굴·용천동굴·당처물동굴 등과 함께 유네스코 세계자연유산에 이름을 올린 용암 동굴이다. 형성 시기는 10만∼30만 년 전으로 거문오름의 화산 폭발로 흘러내린 용암이 굳으며 만들어졌다. 만장굴은 총길이가 약 7400m, 최대 높이 23m, 최대 폭은 18m로 세계적으로도 손에 꼽힐만한 큰 규모다. 전 세계에 많은 용암동굴이 있지만 수십만 전 전에 형성된 동굴 중 만장굴만큼 내부 형태와 지형이 잘 보존된 곳은 드물다. 만장굴은 3개의 입구가 형성되어 있다. 이 중 제2 입구에서만 일반인 출입이 가능하며, 보존을 위해 관람 구관도 1km까지 지점으로 제한되어 있다.

현재는 김녕굴과 구분돼 있지만 동굴이 형성되었을 당시에는 한 줄기의 동굴시스템으로 연결되었다. 이것을 오늘날 만장굴화산동굴시스템이라고 부르는데, 현재까지 세계 제일의 화산동굴시스템으로 총길이 1만 3,422m를 자랑한다. 만장굴에는 땅지네·굴꼬마거미·가재벌레·농발거미·박쥐 등이 서식하고 있다. 그뿐만 아니라 석주·종유석·석순 등 용암 지형이 장관을 이루며 지하궁전 같은 웅장함을 지니고 있는데, 특히 용암이 엉겨 붙어 굳어진 거북바위는 천년 묵은 거북이가 그대로 굳은 듯한 형상을 하고 있어 신비로운 분위기를 자아낸다.

* 문의 : 064-710-7903
* 개장일 : 09:00~18:00(매표마감시간 17:00)
* 휴무일 : 매월 첫째 주 수요일
* 지정현황 : 제주 김녕굴 및 만장굴(천연기념물)
* 관련 홈페이지 : <a href=""https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500182"" target=""_blank"" title=""비짓제주 사이트로 이동"">https://www.visitjeju.net</a> 

◎이용안내
- 이용요금 : 개인 - 성인 4,000원 / 청소년·군인 2,000원 / 어린이 2,000원
- 이용요금 : 단체 - 성인 3,000원 / 청소년·군인 1,500원 / 어린이 1,500원
- 화장실 : 있음
- 주차시설 : 있음, 무료"
24,순천만 자연생태공원,"전남 순천시 순천만은 고흥반도와 여수반도 사이에 형성된 만으로 우리나라의 대표적인 연안 습지다. 순천만에는 다양하고 풍부한 습지 생물이 서식하고 있어 습지 연구에 매우 중요한 지역이다. 순천만에서 우리나라에서 가장 넓은 면적의 갈대 군락을 볼 수 있다. 갈대 군락은 생물들에게 또 다른 보금자리를 마련하여 현재 이곳에는 국제보호조인 흑두루미, 검은 머리갈매기 외에도 황새, 저어새, 혹부리오리, 논병아리, 고방오리, 왜가리 등 다양한 생물이 서식한다. 이 외에 순천만에서는 유유히 흐르는 S자형 수로, 칠면초 군락 등 수려한 해안생태 경관을 볼 수 있다. 특히 S자형 수로는 우리나라 사진작가들이 10대 낙조 풍광 중 하나로 꼽았고, 2006년에는 한국관광공사 최우수 경관 감상지로 선정되는 등 빼어난 풍경을 자랑한다.

순천만은 약 8,000년의 역사를 가지고 있다. 지구상의 마지막 빙하기가 끝나고 해수면이 약 160m 상승하면서 서해가 육지에서 바다로 변하였을 때 처음 생성된 것으로 추정된다. 약 540만㎡에 달하는 갈대 군락은 하천이 직강화(直降化)되면서 토사의 유입량이 많아지고 습지 면적이 늘어나면서 자연스럽게 형성됐다. 크기는 물론 보유하고 있는 생물의 종도 남다른 만큼 순천만은 2003년 12월 습지보호지역으로 지정·관리되고 있다. 2004년에는 동북아 두루미 보호 국제네트워크에 가입, 2006년 1월 20일에는 국내 연안 습지 최초로 람사르협약에 등록되었다. 2008년 6월, 순천만의 생물학적 가치가 인정되어 국가지정문화재 명승으로 지정되었다.

* 문의 : 061-749-6052
* 개장일 : 화요일~일요일, 09:00~일몰 시까지(입장마감 22:00까지) 
* 휴무일 : 매주 월요일
* 관련 홈페이지 : <a href=""https://scbay.suncheon.go.kr/"" target=""_blank"" title=""새창 : 순천만국가정원 홈페이지로 이동"">https://scbay.suncheon.go.kr/</a>

◎이용안내
- 이용요금 (단일권)
개인 - 성인 10,000원 / 청소년·군인 7,000원 / 어린이 5,000원
단체 - 성인 6,000원 / 청소년·군인 5,000원 / 어린이 3,000원
- 화장실 : 있음
- 주차시설 
순천만 국가정원 무료
순천만 습지<br>이륜차 500원, 소형차 3,000원, 대형차 5,000원"
25,괴산 산막이옛길,"전국 2시간대 접근성의 대한민국 중심부에 위치한 ‘괴산산막이옛길과 괴산호.’ 산으로 둘러싸인 이곳은 인위적 훼손을 막기 위해 자연환경보호지역으로 지정•관리하고 있으며, 국립공원과 백두대간 보호지역이 인접하고 있어 훼손되지 않은 우수경관을 간직하고 있다. 또한 전국 5개소에만 있는 천연기념물 미선나무자생군락지가 괴산에만 3개나 존재하고 있어 더욱 특별하다. 옛길을 따라 펼쳐지는 산과 물, 숲의 아름다움은 괴산의 백미로 손꼽힐 만하다.


* 문의 : 043-832-3257
* 관련 홈페이지 : <a href=""http://www.bbvill.com/"" target=""_blank"" title=""새창 : 산막이옛길 영농조합법인 홈페이지로 이동"">http://www.bbvill.com/</a>

◎이용안내
- 이용요금 : 생태체험 프로그램의 경우 비용 상이함 
※ 산막이옛길 탐밤은 무료 / 프로그램 참여 비용은 문의 필요 (둔율올갱이마을 043-830-3903)
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음(남녀구분)
- 주차시설 : 있음(일반 300여 대, 대형 100여 대)"
26,강원도 자연환경연구공원,"생명의 근원인 자연환경은 우리 모두의 소중한 자원이자 미래의 가치이다. 자연환경연구공원은 이러한 자연환경을 생생하게 체험하기 위한 목적으로 설립되었다. 공원에서는 미래의 희망인 유아들이 숲 체험을 통해 정서를 함양할 수 있다. 잠자리와 나비, 반딧불이 등 다양한 곤충들과 함께하며 소중한 추억을 간직할 수 있다. 대학생들이 멸종위기 식물을 직접 보고 느끼면서 실습할 수 있다. 자연과 교감하는 숲 치유 활동을 통해 마음의 평화를 얻을 수 있다.<br /><br />* 문의 : 033-248-6570<br />* 개장일 : 하절기(3월~10월) 10:00 ~ 18:00 (최종 출입시간 17:00)<br /> 동절기(11월~2월) 10:00 ~ 17:00 (최종 출입시간 16:00)<br />* 휴무일 : 연중무휴<br />* 관련 홈페이지 : http://ecopark.gwd.go.kr/<br /><br />◎이용안내<br />- 이용요금 : 무료<br />- 화장실 : 있음(남녀구분)<br />- 장애인 편의시설 : 장애인주차장 있음, 장애인화장실 있음(남녀구분)<br />- 주차시설 : 있음<br>"
27,대청호 추동습지,"추동인공생태습지는 대전시가 2008년 12월 26일 습지보호구역으로 지정한 곳으로 멸종 위기종인 천연기념물 수달, 천연기념물 원앙 그리고 말똥가리, 흰목물떼새, 맹꽁이 등이 서식하고 있다. 슬로문화 속 떠오르는 여행지 ‘추동생태습지공원’에 서식하는 동식물, 미생물과 습지를 구성하는 토양 등은 주변으로부터 흘러나오는 각종 오염된 물을 흡수하여 오염물질을 정화시키고 깨끗한 물을 흘려보내는 자정역할을 하는 것으로 알려져 있으며, 여러 종류의 생물들이 모여 살기 때문에 생물의 다양성이 높아 생태적으로 중요한 기능을 담당하기도 한다. 둥구의 대청호 둘레길 중 6코스 길은 습지가 발달한 생태관광의 명소로 이어진다.

* 문의 : 042-250-1539

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인화장실 있음(남녀구분)
- 주차시설 : 있음 (대청호자연수변공원 주차장)"
28,덕유산국립공원,"덕유산국립공원은 전라북도 무주와 장수군, 경상남도 거창과 함양군 등 2개 도 4개 군에 걸쳐 있다. 향적봉(1,614m)을 중심으로 1,300m 안팎의 장중한 능선이 남서쪽을 향해 장장 약 30km를 달리고 있으며, 주요 봉우리를 기점으로 8개의 긴 계곡이 동서사면에 형성되어 있다. 특히 향적봉 서쪽 중봉에서 발원해 13개의 대(臺), 10여 개의 못, 20개의 폭포 등 기암절벽과 여울들이 이어지는 구천동 계곡은 길이가 나제통문에서부터 북덕유산 턱 아래 백련사까지 장장 70리 길에 달하는데 예로부터 선인들이 이름 붙인 덕유산 33 비경으로 꼽힌다.

‘덕이 많은 너그러운 모산’이라는 의미의 덕유산에는 피서지로 유명한 무주구천동 계곡 외에 신라와 백제의 관문이던 나제통문과 고려시대에 축성되었다는 적상산성 등이 남아 있다. 《조선왕조실록》을 보관했던 적상산사고는 복원돼 전라북도기념물(적상산사고지유구)로 지정되어 있다. 덕유산 하면 무주구천동 안에 개장한 무주리조트를 빼놓을 수 없는데 스키장 등 잘 마련된 동계스포츠 시설로 1997년 동계 유니버시아드를 개최했다. 곤돌라를 타고 해발 1,520m 설천봉에 오르면 덕유산 정상인 향적봉을 20분 만에 오를 수 있다.


* 문의 : 063-322-3174
* 지정현황 : 매월당부도(전라북도 유형문화재), 백련사계단(전라북도 기념물) 등
* 관련 홈페이지 : <a href=""http://deogyu.knps.or.kr"" target=""_blank"" title=""새창 : 덕유산국립공원 홈페이지로 이동"">http://deogyu.knps.or.kr</a>

◎이용안내
- 이용요금 : 없음
- 화장실 : 있음 (남녀 구분)"
